"uniprot_id"	"prediction_disorder_mobidb_lite"	"prediction_disorder_alphafold"	"hgnc_symbol"	"start_position"	"end_position"	"gene_biotype"
"314"	"O00461"	0.634	0.829	"GOLIM4"	168008689	168095924	"protein_coding"
"315"	"O00462"	NA	0.02	"MANBA"	102630770	102760994	"protein_coding"
"316"	"O00463"	NA	0.219	"TRAF5"	211326615	211374946	"protein_coding"
"317"	"O00468"	0.077	0.172	"AGRN"	1020120	1056118	"protein_coding"
"318"	"O00469"	NA	0.043	"PLOD2"	146035139	146163725	"protein_coding"
"319"	"O00470"	0.231	0.597	"MEIS1"	66433452	66573869	"protein_coding"
"320"	"O00471"	NA	0.09	"EXOC5"	57200507	57268905	"protein_coding"
"321"	"O00478"	0.113	0.166	"BTN3A3"	26440472	26453415	"protein_coding"
"322"	"O00479"	1	1	"HMGN4"	26538366	26546933	"protein_coding"
"323"	"O00481"	NA	0.06	"BTN3A1"	26402237	26415208	"protein_coding"
"324"	"O00483"	NA	0.259	"NDUFA4"	10931943	10940153	"protein_coding"
"325"	"O00487"	NA	0.113	"PSMD14"	161308425	161411717	"protein_coding"
"326"	"O00488"	0.821	0.388	"ZNF593"	26169908	26170873	"protein_coding"
"327"	"O00499"	0.277	0.442	"BIN1"	127048027	127107288	"protein_coding"
"328"	"O00505"	0.056	0.131	"KPNA3"	49699320	49792682	"protein_coding"
"329"	"O00506"	0.153	0.183	"STK25"	241492670	241509730	"protein_coding"
"330"	"O00507"	0.067	0.105	"USP9Y"	12537650	12860839	"protein_coding"
"331"	"O00512"	0.514	0.952	"BCL9"	147541501	147626216	"protein_coding"
"332"	"O00519"	NA	0.043	"FAAH"	46394317	46413848	"protein_coding"
"333"	"O00522"	NA	0.114	"KRIT1"	92197498	92246166	"protein_coding"
"334"	"O00533"	0.064	0.169	"CHL1"	196763	409417	"protein_coding"
"335"	"O00534"	NA	0.079	"VWA5A"	124115404	124147721	"protein_coding"
"336"	"O00541"	0.192	0.233	"PES1"	30576625	30607083	"protein_coding"
"337"	"O00548"	0.069	0.304	"DLL1"	170282206	170306565	"protein_coding"
"338"	"O00555"	0.364	0.43	"CACNA1A"	13206442	13624489	"protein_coding"
"339"	"O00559"	0.169	0.962	"EBAG9"	109539711	109570072	"protein_coding"
"340"	"O00560"	NA	0.232	"SDCBP"	58552924	58582859	"protein_coding"
"341"	"O00562"	0.189	0.287	"PITPNM1"	67491768	67506263	"protein_coding"
"342"	"O00566"	0.467	0.822	"MPHOSPH10"	71130310	71150101	"protein_coding"
"343"	"O00567"	0.231	0.254	"NOP56"	2652593	2658393	"protein_coding"
"344"	"O00570"	0.225	0.831	"SOX1"	112067149	112071706	"protein_coding"
"345"	"O00571"	0.242	0.337	"DDX3X"	41333348	41364472	"protein_coding"
"346"	"O00584"	NA	0.109	"RNASET2"	166922113	166957191	"protein_coding"
"347"	"O00591"	NA	0.225	"GABRP"	170763350	170814047	"protein_coding"
"348"	"O00592"	0.409	0.833	"PODXL"	131500262	131558217	"protein_coding"
"349"	"O00602"	0.123	0.334	"FCN1"	134903232	134917912	"protein_coding"
"350"	"O00625"	NA	0	"PIR"	15384799	15493564	"protein_coding"
"351"	"O00628"	NA	0.022	"PEX7"	136822564	136913934	"protein_coding"
"352"	"O00629"	NA	0.138	"KPNA4"	160495007	160565571	"protein_coding"
"353"	"O00635"	NA	0.099	"TRIM38"	25962802	25991231	"protein_coding"
"354"	"O00716"	0.269	0.639	"E2F3"	20401879	20493714	"protein_coding"
"355"	"O00743"	NA	0.02	"PPP6C"	125146573	125189939	"protein_coding"
"356"	"O00746"	NA	0.23	"NME4"	396725	410367	"protein_coding"
"357"	"O00748"	NA	0.066	"CES2"	66934444	66945096	"protein_coding"
"358"	"O00750"	0.123	0.193	"PIK3C2B"	204422628	204494805	"protein_coding"
"359"	"O00754"	NA	0.055	"MAN2B1"	12646511	12666742	"protein_coding"
"360"	"O00757"	NA	0.032	"FBP2"	94558720	94593824	"protein_coding"
"361"	"O00762"	0.173	0.145	"UBE2C"	45812576	45816957	"protein_coding"
"362"	"O00763"	0.057	0.126	"ACACB"	109116587	109268226	"protein_coding"
"363"	"O00764"	NA	0	"PDXK"	43719094	43762307	"protein_coding"
"364"	"O00767"	NA	0.128	"SCD"	100347233	100364826	"protein_coding"
"365"	"O14492"	0.199	0.573	"SH2B2"	102285091	102321711	"protein_coding"
"366"	"O14497"	0.596	0.754	"ARID1A"	26693236	26782104	"protein_coding"
"367"	"O14508"	0.146	0.157	"SOCS2"	93569814	93583487	"protein_coding"
"368"	"O14511"	0.393	0.7	"NRG2"	139846779	140043299	"protein_coding"
"369"	"O14512"	0.368	0.685	"SOCS7"	2387176	2440912	"protein_coding"
"370"	"O14513"	0.48	0.917	"NCKAP5"	132671788	133568463	"protein_coding"
"371"	"O14514"	0.116	0.383	"ADGRB1"	142449430	142545009	"protein_coding"
"372"	"O14519"	NA	0.626	"CDK2AP1"	123250112	123272334	"protein_coding"
"373"	"O14521"	NA	0.396	"SDHD"	112086824	112120016	"protein_coding"
"374"	"O14523"	0.262	0.51	"C2CD2L"	119102198	119118544	"protein_coding"
"375"	"O14524"	NA	0.23	"NEMP1"	57055643	57088063	"protein_coding"
"376"	"O14525"	0.031	0.376	"ASTN1"	176857302	177164973	"protein_coding"
"377"	"O14526"	0.335	0.404	"FCHO1"	17747718	17788568	"protein_coding"
"378"	"O14529"	0.389	0.658	"CUX2"	111034165	111350554	"protein_coding"
"379"	"O14530"	NA	0.288	"TXNDC9"	99318982	99340702	"protein_coding"
"380"	"O14531"	NA	0.17	"DPYSL4"	132186948	132205759	"protein_coding"
"381"	"O14544"	0.049	0.677	"SOCS6"	70289045	70330199	"protein_coding"
"382"	"O14545"	0.349	0.739	"TRAFD1"	112125538	112153604	"protein_coding"
"383"	"O14548"	NA	0.754	"COX7A2L"	42333546	42425088	"protein_coding"
"384"	"O14556"	0.123	0.174	"GAPDHS"	35533455	35545319	"protein_coding"
"385"	"O14561"	NA	0.468	"NDUFAB1"	23581014	23596316	"protein_coding"
"386"	"O14562"	0.369	0.34	"UBFD1"	23557721	23574389	"protein_coding"
"387"	"O14576"	0.219	0.392	"DYNC1I1"	95772506	96110322	"protein_coding"
"388"	"O14578"	0.078	0.216	"CIT"	119685791	119877320	"protein_coding"
"389"	"O14579"	NA	0.088	"COPE"	18899514	18919387	"protein_coding"
"390"	"O14593"	0.304	0.369	"RFXANK"	19192229	19201869	"protein_coding"
"391"	"O14595"	NA	0.299	"CTDSP2"	57819927	57846729	"protein_coding"
"392"	"O14602"	0.396	0.368	"EIF1AY"	20575776	20593154	"protein_coding"
"393"	"O14604"	1	1	"TMSB4Y"	13703899	13706024	"protein_coding"
"394"	"O14607"	0.157	0.356	"UTY"	13234577	13480673	"protein_coding"
"395"	"O14610"	NA	0.957	"GNGT2"	49202791	49210574	"protein_coding"
"396"	"O14613"	0.238	0.933	"CDC42EP2"	65314866	65322417	"protein_coding"
"397"	"O14617"	0.228	0.258	"AP3D1"	2100988	2164468	"protein_coding"
"398"	"O14618"	NA	0.069	"CCS"	66593153	66606019	"protein_coding"
"399"	"O14628"	NA	0.426	"ZNF195"	3339261	3379222	"protein_coding"
"400"	"O14639"	0.225	0.632	"ABLIM1"	114431112	114768061	"protein_coding"
"401"	"O14640"	0.394	0.609	"DVL1"	1335276	1349418	"protein_coding"
"402"	"O14641"	0.382	0.643	"DVL2"	7225342	7234517	"protein_coding"
"403"	"O14646"	0.345	0.401	"CHD1"	98853985	98929007	"protein_coding"
"404"	"O14647"	0.384	0.449	"CHD2"	92886203	93027996	"protein_coding"
"405"	"O14653"	NA	0.495	"GOSR2"	46923075	46975524	"protein_coding"
"406"	"O14656"	NA	0.096	"TOR1A"	129812942	129824244	"protein_coding"
"407"	"O14657"	NA	0.14	"TOR1B"	129803157	129811281	"protein_coding"
"408"	"O14662"	NA	0.391	"STX16"	58651272	58679526	"protein_coding"
"409"	"O14672"	0.06	0.132	"ADAM10"	58588809	58749791	"protein_coding"
"410"	"O14681"	0.065	0.088	"EI24"	125569280	125584684	"protein_coding"
"411"	"O14683"	NA	0.19	"TP53I11"	44885903	44951306	"protein_coding"
"412"	"O14686"	0.577	NA	"KMT2D"	49018975	49060794	"protein_coding"
"413"	"O14709"	0.028	0.299	"ZNF197"	110242	173825	"protein_coding"
"414"	"O14713"	0.28	0.295	"ITGB1BP1"	9403475	9423528	"protein_coding"
"415"	"O14717"	NA	0.118	"TRDMT1"	17137336	17202054	"protein_coding"
"416"	"O14727"	NA	0.008	"APAF1"	98645149	98735433	"protein_coding"
"417"	"O14730"	0.075	0.293	"RIOK3"	23453287	23486603	"protein_coding"
"418"	"O14732"	NA	0.021	"IMPA2"	11981025	12030877	"protein_coding"
"419"	"O14733"	0.141	0.215	"MAP2K7"	7903843	7914478	"protein_coding"
"420"	"O14734"	0.063	0.075	"ACOT8"	45841721	45857405	"protein_coding"
"421"	"O14735"	NA	0	"CDIPT"	29858357	29863414	"protein_coding"
"422"	"O14737"	0.168	0.44	"PDCD5"	32581190	32587453	"protein_coding"
"423"	"O14744"	NA	0.022	"PRMT5"	22920525	22929408	"protein_coding"
"424"	"O14757"	0.122	0.218	"CHEK1"	125625163	125676255	"protein_coding"
"425"	"O14763"	0.13	0.525	"TNFRSF10B"	23020133	23069031	"protein_coding"
"426"	"O14771"	0.133	0.449	"ZNF213"	3129777	3142804	"protein_coding"
"427"	"O14772"	0.035	0.063	"FPGT"	74198238	74234086	"protein_coding"
"428"	"O14773"	NA	0.034	"TPP1"	6612768	6619448	"protein_coding"
"429"	"O14775"	NA	0.066	"GNB5"	52115100	52191392	"protein_coding"
"430"	"O14776"	0.308	0.449	"TCERG1"	146447311	146511961	"protein_coding"
"431"	"O14777"	0.115	0.33	"NDC80"	2571557	2616635	"protein_coding"
"432"	"O14782"	0.141	0.366	"KIF3C"	25926598	25982749	"protein_coding"
"433"	"O14786"	0.028	0.213	"NRP1"	33177492	33336262	"protein_coding"
"434"	"O14787"	0.045	0	"TNPO2"	12699201	12724011	"protein_coding"
"435"	"O14791"	0.106	0.342	"APOL1"	36253071	36267530	"protein_coding"
"436"	"O14795"	0.111	0.203	"UNC13B"	35161992	35405338	"protein_coding"
"437"	"O14802"	NA	0.034	"POLR3A"	77953148	78029522	"protein_coding"
"438"	"O14817"	NA	0	"TSPAN4"	842812	867116	"protein_coding"
"439"	"O14818"	NA	0.04	"PSMA7"	62136733	62143440	"protein_coding"
"440"	"O14828"	0.254	0.36	"SCAMP3"	61002	67453	"protein_coding"
"441"	"O14829"	NA	0.118	"PPEF1"	18675909	18827921	"protein_coding"
"442"	"O14832"	NA	0.127	"PHYH"	13277796	13302412	"protein_coding"
"443"	"O14836"	0.229	0.765	"TNFRSF13B"	16929816	16972118	"protein_coding"
"444"	"O14841"	0.019	0.001	"OPLAH"	144051266	144063965	"protein_coding"
"445"	"O14862"	NA	0.157	"AIM2"	159061599	159187843	"protein_coding"
"446"	"O14867"	0.147	0.689	"BACH1"	29194071	29630751	"protein_coding"
"447"	"O14874"	NA	0.131	"BCKDK"	31106107	31112791	"protein_coding"
"448"	"O14879"	0.049	0.096	"IFIT3"	89327307	89377473	"protein_coding"
"449"	"O14880"	NA	0.099	"MGST3"	165631213	165661796	"protein_coding"
"450"	"O14893"	NA	0.307	"GEMIN2"	39114285	39136973	"protein_coding"
"451"	"O14896"	0.077	0.302	"IRF6"	209785617	209806175	"protein_coding"
"452"	"O14907"	NA	0.113	"TAX1BP3"	3662895	3668679	"protein_coding"
"453"	"O14908"	0.228	0.222	"GIPC1"	14477760	14496149	"protein_coding"
"454"	"O14920"	0.053	0.143	"IKBKB"	42271302	42332460	"protein_coding"
"455"	"O14924"	0.352	0.639	"RGS12"	3293021	3439913	"protein_coding"
"456"	"O14925"	NA	0.435	"TIMM23"	45972489	46003742	"protein_coding"
"457"	"O14929"	NA	0.05	"HAT1"	171922448	171983686	"protein_coding"
"458"	"O14931"	NA	0.373	"NCR3"	31588895	31593006	"protein_coding"
"459"	"O14933"	NA	0	"UBE2L6"	57551656	57568284	"protein_coding"
"460"	"O14936"	0.04	0.135	"CASK"	41514934	41923554	"protein_coding"
"461"	"O14939"	0.059	0.075	"PLD2"	4807152	4823434	"protein_coding"
"462"	"O14948"	0.084	0.746	"TFEC"	115935148	116159896	"protein_coding"
"463"	"O14949"	NA	0.707	"UQCRQ"	132866630	132868847	"protein_coding"
"464"	"O14950"	0.116	0.174	"MYL12B"	3261479	3278461	"protein_coding"
"465"	"O14964"	0.292	0.537	"HGS"	81683326	81703138	"protein_coding"
"466"	"O14965"	0.31	0.325	"AURKA"	56369389	56392337	"protein_coding"
"467"	"O14966"	NA	0.099	"RAB29"	205767986	205775482	"protein_coding"
"468"	"O14967"	0.28	0.3	"CLGN"	140388453	140427661	"protein_coding"
"469"	"O14972"	NA	0	"VPS26C"	37223420	37267919	"protein_coding"
"470"	"O14974"	0.607	0.718	"PPP1R12A"	79773563	79935460	"protein_coding"
"471"	"O14975"	NA	0.021	"SLC27A2"	50182196	50236385	"protein_coding"
"472"	"O14976"	0.265	0.386	"GAK"	849276	932373	"protein_coding"
"473"	"O14977"	NA	0.04	"AZIN1"	102826111	102893864	"protein_coding"
"474"	"O14978"	0.231	0.457	"ZNF263"	3283283	3301401	"protein_coding"
"475"	"O14979"	0.398	0.574	"HNRNPDL"	82422565	82430462	"protein_coding"
"476"	"O14980"	NA	0.022	"XPO1"	61476032	61538741	"protein_coding"
"477"	"O14981"	0.027	0.149	"BTAF1"	91923770	92031437	"protein_coding"
"478"	"O14983"	NA	0.006	"ATP2A1"	28878405	28904466	"protein_coding"
"479"	"O14986"	0.039	0.319	"PIP5K1B"	68705240	69009176	"protein_coding"
"480"	"O14994"	0.364	0.462	"SYN3"	32507820	33058381	"protein_coding"
"481"	"O15013"	0.17	0.387	"ARHGEF10"	7352	142017	"protein_coding"
"482"	"O15014"	0.722	0.955	"ZNF609"	64460578	64686068	"protein_coding"
"483"	"O15015"	0.359	0.613	"ZNF646"	31074422	31084196	"protein_coding"
"484"	"O15018"	0.477	NA	"PDZD2"	31639131	32110932	"protein_coding"
"485"	"O15020"	0.085	0.095	"SPTBN2"	66682496	66744670	"protein_coding"
"486"	"O15021"	0.631	0.747	"MAST4"	66596380	67169593	"protein_coding"
"487"	"O15027"	0.405	0.826	"SEC16A"	136440096	136483759	"protein_coding"
"488"	"O15031"	NA	0.067	"PLXNB2"	50274979	50307646	"protein_coding"
"489"	"O15033"	0.04	0.068	"AREL1"	74653437	74713117	"protein_coding"
"490"	"O15034"	0.2	0.472	"RIMBP2"	130396133	130768228	"protein_coding"
"491"	"O15037"	0.192	0.385	"KHNYN"	24429286	24441843	"protein_coding"
"492"	"O15040"	0.174	0.327	"TECPR2"	102362941	102502477	"protein_coding"
"493"	"O15041"	0.044	0.115	"SEMA3E"	83363238	83649139	"protein_coding"
"494"	"O15042"	0.47	0.538	"U2SURP"	142964497	143060725	"protein_coding"
"495"	"O15047"	0.559	0.786	"SETD1A"	30957294	30984664	"protein_coding"
"496"	"O15049"	0.419	0.722	"N4BP3"	178113532	178126081	"protein_coding"
"497"	"O15050"	0.041	NA	"TRANK1"	36826819	36945057	"protein_coding"
"498"	"O15054"	0.576	0.645	"KDM6B"	7834217	7854796	"protein_coding"
"499"	"O15055"	0.328	0.658	"PER2"	238244044	238290102	"protein_coding"
"500"	"O15056"	0.264	0.327	"SYNJ2"	157981863	158099176	"protein_coding"
"501"	"O15060"	0.152	0.445	"ZBTB39"	56998836	57006546	"protein_coding"
"502"	"O15061"	0.214	0.761	"SYNM"	99098217	99135593	"protein_coding"
"503"	"O15062"	0.353	0.694	"ZBTB5"	37438102	37465450	"protein_coding"
"504"	"O15066"	0.118	0.212	"KIF3B"	32277651	32335011	"protein_coding"
"505"	"O15067"	NA	0	"PFAS"	8247618	8270491	"protein_coding"
"506"	"O15068"	0.172	0.235	"MCF2L"	112894378	113099742	"protein_coding"
"507"	"O15078"	0.017	0.282	"CEP290"	88049016	88142099	"protein_coding"
"508"	"O15083"	0.088	0.479	"ERC2"	55508311	56469095	"protein_coding"
"509"	"O15084"	NA	0.058	"ANKRD28"	15667236	15859771	"protein_coding"
"510"	"O15085"	0.42	0.559	"ARHGEF11"	156934840	157046903	"protein_coding"
"511"	"O15090"	0.321	0.825	"ZNF536"	30224891	30713586	"protein_coding"
"512"	"O15111"	NA	0.129	"CHUK"	100188300	100229596	"protein_coding"
"513"	"O15116"	NA	0.158	"LSM1"	38163335	38176730	"protein_coding"
"514"	"O15117"	0.743	0.783	"FYB1"	39105252	39274528	"protein_coding"
"515"	"O15118"	NA	0.042	"NPC1"	23506184	23586506	"protein_coding"
"516"	"O15120"	NA	0.108	"AGPAT2"	136673143	136687457	"protein_coding"
"517"	"O15121"	NA	0	"DEGS1"	224175756	224193441	"protein_coding"
"518"	"O15123"	NA	0.526	"ANGPT2"	6499632	6563409	"protein_coding"
"519"	"O15126"	0.189	0.337	"SCAMP1"	78360611	78480739	"protein_coding"
"520"	"O15127"	0.131	0.389	"SCAMP2"	74843730	74873365	"protein_coding"
"521"	"O15131"	0.069	0.175	"KPNA5"	116681187	116741867	"protein_coding"
"522"	"O15143"	NA	0.065	"ARPC1B"	99374249	99394816	"protein_coding"
"523"	"O15144"	NA	0.1	"ARPC2"	218217141	218254356	"protein_coding"
"524"	"O15145"	NA	0	"ARPC3"	110434823	110450422	"protein_coding"
"525"	"O15146"	NA	0.158	"MUSK"	110668779	110806558	"protein_coding"
"526"	"O15151"	0.065	0.641	"MDM4"	204516379	204558120	"protein_coding"
"527"	"O15155"	NA	0.712	"BET1"	93962762	94004382	"protein_coding"
"528"	"O15156"	0.382	0.62	"ZBTB7B"	155002630	155018523	"protein_coding"
"529"	"O15160"	NA	0.026	"POLR1C"	43509702	43562419	"protein_coding"
"530"	"O15162"	0.201	0.286	"PLSCR1"	146515180	146544856	"protein_coding"
"531"	"O15164"	0.297	0.569	"TRIM24"	138460259	138589996	"protein_coding"
"532"	"O15165"	0.069	0.85	"LDLRAD4"	13217498	13652755	"protein_coding"
"533"	"O15169"	0.432	0.739	"AXIN1"	287440	352723	"protein_coding"
"534"	"O15173"	0.247	0.466	"PGRMC2"	128269237	128288829	"protein_coding"
"535"	"O15182"	NA	0.084	"CETN3"	90392257	90409766	"protein_coding"
"536"	"O15194"	0.091	0.322	"CTDSPL"	37861880	37984469	"protein_coding"
"537"	"O15205"	NA	0.006	"UBD"	29555515	29559732	"protein_coding"
"538"	"O15209"	0.476	0.705	"ZBTB22"	4725901	4729427	"protein_coding"
"539"	"O15211"	0.194	0.327	"RGL2"	4703139	4710809	"protein_coding"
"540"	"O15212"	NA	0.093	"PFDN6"	4700787	4709886	"protein_coding"
"541"	"O15213"	0.289	0.344	"WDR46"	33279108	33289247	"protein_coding"
"542"	"O15217"	NA	0	"GSTA4"	52977948	52995304	"protein_coding"
"543"	"O15226"	0.17	0.303	"NKRF"	119588337	119606443	"protein_coding"
"544"	"O15228"	NA	0.038	"GNPAT"	231241207	231277973	"protein_coding"
"545"	"O15230"	0.011	NA	"LAMA5"	62307955	62367312	"protein_coding"
"546"	"O15231"	0.711	0.913	"ZNF185"	152898067	152973481	"protein_coding"
"547"	"O15232"	0.091	0.249	"MATN3"	19992052	20012668	"protein_coding"
"548"	"O15234"	0.825	0.973	"CASC3"	40140318	40172171	"protein_coding"
"549"	"O15235"	0.152	0.362	"MRPS12"	340220	342834	"protein_coding"
"550"	"O15240"	0.779	0.956	"VGF"	101162509	101165569	"protein_coding"
"551"	"O15243"	NA	0.061	"LEPROT"	65420587	65436007	"protein_coding"
"552"	"O15254"	NA	0.041	"ACOX3"	8366282	8440723	"protein_coding"
"553"	"O15258"	NA	0.311	"RER1"	2391775	2405442	"protein_coding"
"554"	"O15259"	0.124	0.209	"NPHP1"	110122311	110205066	"protein_coding"
"555"	"O15260"	NA	0.056	"SURF4"	187544	202260	"protein_coding"
"556"	"O15264"	NA	0.019	"MAPK13"	36127809	36144524	"protein_coding"
"557"	"O15265"	0.521	0.88	"ATXN7"	63863155	64003462	"protein_coding"
"558"	"O15269"	NA	0.154	"SPTLC1"	92000087	92115413	"protein_coding"
"559"	"O15270"	NA	0.135	"SPTLC2"	77505997	77616637	"protein_coding"
"560"	"O15273"	0.144	0.611	"TCAP"	39665349	39666554	"protein_coding"
"561"	"O15287"	NA	0.053	"FANCG"	35073835	35080004	"protein_coding"
"562"	"O15294"	NA	0.04	"OGT"	71533087	71575892	"protein_coding"
"563"	"O15297"	0.23	0.438	"PPM1D"	60600193	60666280	"protein_coding"
"564"	"O15304"	NA	0.503	"SIVA1"	104753147	104768494	"protein_coding"
"565"	"O15305"	NA	0	"PMM2"	8788823	8862534	"protein_coding"
"566"	"O15315"	NA	0.164	"RAD51B"	67819779	68730218	"protein_coding"
"567"	"O15318"	0.511	0.964	"POLR3G"	90471748	90514557	"protein_coding"
"568"	"O15327"	0.092	0.129	"INPP4B"	142023160	142847432	"protein_coding"
"569"	"O15344"	0.081	0.085	"MID1"	10445310	10833654	"protein_coding"
"570"	"O15347"	0.335	0.335	"HMGB3"	150980509	150990771	"protein_coding"
"571"	"O15355"	0.416	0.414	"PPM1G"	27381195	27409591	"protein_coding"
"572"	"O15357"	0.226	0.337	"INPPL1"	72223701	72239147	"protein_coding"
"573"	"O15360"	NA	0.089	"FANCA"	89726683	89816977	"protein_coding"
"574"	"O15370"	0.727	0.762	"SOX12"	325552	330224	"protein_coding"
"575"	"O15371"	0.047	0.321	"EIF3D"	36510855	36529184	"protein_coding"
"576"	"O15372"	0.227	0.193	"EIF3H"	116642130	116766925	"protein_coding"
"577"	"O15379"	0.096	0.117	"HDAC3"	141620876	141636849	"protein_coding"
"578"	"O15381"	0.187	0.271	"NVL"	224227334	224330189	"protein_coding"
"579"	"O15382"	NA	0.084	"BCAT2"	48795062	48811029	"protein_coding"
"580"	"O15391"	0.199	0.675	"YY2"	21855987	21858740	"protein_coding"
"581"	"O15392"	NA	0.12	"BIRC5"	78214186	78225636	"protein_coding"
"582"	"O15397"	0.047	0.069	"IPO8"	30628988	30695869	"protein_coding"
"583"	"O15400"	0.077	0.284	"STX7"	132445867	132513198	"protein_coding"
"584"	"O15405"	0.238	0.854	"TOX3"	52436417	52547802	"protein_coding"
"585"	"O15409"	0.267	0.736	"FOXP2"	114086327	114693772	"protein_coding"
"586"	"O15417"	0.527	NA	"TNRC18"	5306790	5425414	"protein_coding"
"587"	"O15427"	0.043	0.146	"SLC16A3"	82217934	82261129	"protein_coding"
"588"	"O15431"	0.184	0.458	"SLC31A1"	113221544	113264492	"protein_coding"
"589"	"O15438"	0.015	0.065	"ABCC3"	50634777	50692253	"protein_coding"
"590"	"O15439"	0.024	0.077	"ABCC4"	95019835	95301475	"protein_coding"
"591"	"O15440"	0.069	0.145	"ABCC5"	183919934	184017939	"protein_coding"
"592"	"O15457"	0.122	0.185	"MSH4"	75796882	75913242	"protein_coding"
"593"	"O15460"	NA	0.069	"P4HA2"	132190147	132295315	"protein_coding"
"594"	"O15467"	NA	0.483	"CCL16"	211057	216060	"protein_coding"
"595"	"O15479"	0.351	0.335	"MAGEB2"	30215563	30220089	"protein_coding"
"596"	"O15482"	0.173	0.673	"TEX28"	154271265	154295853	"protein_coding"
"597"	"O15492"	NA	0.302	"RGS16"	182598623	182604389	"protein_coding"
"598"	"O15498"	NA	0.045	"YKT6"	44200959	44214294	"protein_coding"
"599"	"O15504"	0.147	0.676	"NUP42"	23181841	23201011	"protein_coding"
"600"	"O15511"	0.159	0.192	"ARPC5"	183620846	183635783	"protein_coding"
"601"	"O15514"	NA	0.141	"POLR2D"	127843553	127858155	"protein_coding"
"602"	"O15516"	0.216	0.579	"CLOCK"	55427903	55546909	"protein_coding"
"603"	"O15519"	NA	0.165	"CFLAR"	201116154	201176687	"protein_coding"
"604"	"O15523"	0.256	0.336	"DDX3Y"	12904108	12920478	"protein_coding"
"605"	"O15525"	0.148	0.488	"MAFG"	81918270	81927735	"protein_coding"
"606"	"O15527"	0.064	0.087	"OGG1"	9749944	9788219	"protein_coding"
"607"	"O15530"	0.099	0.227	"PDPK1"	2537979	2603188	"protein_coding"
"608"	"O15533"	NA	0.123	"TAPBP"	4711179	4725870	"protein_coding"
"609"	"O15534"	0.412	0.732	"PER1"	8140472	8156506	"protein_coding"
"610"	"O15539"	NA	0.293	"RGS5"	163111121	163321791	"protein_coding"
"611"	"O15541"	0.283	0.569	"RNF113A"	119870475	119871733	"protein_coding"
"612"	"O15547"	0.073	0.249	"P2RX6"	21009808	21028013	"protein_coding"
"613"	"O15550"	0.218	0.368	"KDM6A"	44873188	45112779	"protein_coding"
"614"	"O15552"	0.097	0.103	"FFAR2"	35443907	35451767	"protein_coding"
"615"	"O43143"	0.136	0.15	"DHX15"	24517441	24584554	"protein_coding"
"616"	"O43148"	0.307	0.284	"RNMT"	13726660	13764556	"protein_coding"
"617"	"O43149"	0.082	NA	"ZZEF1"	4004445	4143030	"protein_coding"
"618"	"O43150"	0.197	0.289	"ASAP2"	9206765	9405683	"protein_coding"
"619"	"O43151"	0.252	0.706	"TET3"	73984910	74108176	"protein_coding"
"620"	"O43156"	0.027	0.125	"TTI1"	37983007	38033461	"protein_coding"
"621"	"O43157"	0.104	0.184	"PLXNB1"	48403854	48430086	"protein_coding"
"622"	"O43159"	0.485	0.498	"RRP8"	6595072	6603616	"protein_coding"
"623"	"O43164"	0.336	0.855	"PJA2"	109334713	109409974	"protein_coding"
"624"	"O43166"	0.303	0.614	"SIPA1L1"	71320449	71741229	"protein_coding"
"625"	"O43167"	0.198	0.531	"ZBTB24"	109460632	109483239	"protein_coding"
"626"	"O43169"	0.133	0.507	"CYB5B"	69398402	69466264	"protein_coding"
"627"	"O43172"	0.038	0.197	"PRPF4"	113275642	113294009	"protein_coding"
"628"	"O43175"	NA	0	"PHGDH"	119648411	119744218	"protein_coding"
"629"	"O43181"	0.143	0.491	"NDUFS4"	53560633	53683338	"protein_coding"
"630"	"O43182"	0.409	0.669	"ARHGAP6"	11117651	11665920	"protein_coding"
"631"	"O43187"	0.168	0.288	"IRAK2"	10164919	10243745	"protein_coding"
"632"	"O43189"	0.393	0.42	"PHF1"	4859097	4865178	"protein_coding"
"633"	"O43236"	0.285	0.4	"SEPTIN4"	58520250	58544368	"protein_coding"
"634"	"O43237"	0.262	0.459	"DYNC1LI2"	66720893	66751609	"protein_coding"
"635"	"O43242"	0.195	0.221	"PSMD3"	39980807	39997959	"protein_coding"
"636"	"O43251"	0.326	0.8	"RBFOX2"	35738736	36028824	"protein_coding"
"637"	"O43252"	NA	0.059	"PAPSS1"	107590276	107720234	"protein_coding"
"638"	"O43255"	0.13	0.222	"SIAH2"	150741125	150763477	"protein_coding"
"639"	"O43257"	0.468	0.63	"ZNHIT1"	101218165	101224190	"protein_coding"
"640"	"O43264"	NA	0.095	"ZW10"	113733187	113773735	"protein_coding"
"641"	"O43272"	0.05	0.082	"PRODH"	18912777	18936553	"protein_coding"
"642"	"O43278"	NA	0.25	"SPINT1"	40844018	40858207	"protein_coding"
"643"	"O43283"	0.355	0.637	"MAP3K13"	185282941	185489094	"protein_coding"
"644"	"O43286"	NA	0.155	"B4GALT5"	49632945	49713878	"protein_coding"
"645"	"O43290"	0.316	0.81	"SART1"	65961728	65980137	"protein_coding"
"646"	"O43291"	0.091	0.425	"SPINT2"	38244035	38292615	"protein_coding"
"647"	"O43293"	NA	0.145	"DAPK3"	3958453	3971123	"protein_coding"
"648"	"O43294"	0.345	0.475	"TGFB1I1"	31471585	31477960	"protein_coding"
"649"	"O43295"	0.24	0.43	"SRGAP3"	8980591	9363053	"protein_coding"
